,imdbId,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actor10
1983,23245,Boris Karloff,Zita Johann,David Manners,Arthur Byron,Edward Van Sloan,Bramwell Fletcher,Noble Johnson,Kathryn Byron,Leonard Mudie,James Crane
1984,53085,Peter Cushing,Christopher Lee,Yvonne Furneaux,Eddie Byrne,Felix Aylmer,Raymond Huntley,George Pastell,Michael Ripper,George Woodbridge,Harold Goodwin
1985,82766,Faye Dunaway,Diana Scarwid,Steve Forrest,Howard Da Silva,Mara Hobel,Rutanya Alda,Harry Goz,Michael Edwards,Jocelyn Brando,Priscilla Pointer
1986,78346,Marlon Brando,Gene Hackman,Christopher Reeve,Ned Beatty,Jackie Cooper,Glenn Ford,Trevor Howard,Margot Kidder,Jack O'Halloran,Valerie Perrine
1987,81573,Gene Hackman,Christopher Reeve,Ned Beatty,Jackie Cooper,Sarah Douglas,Margot Kidder,Jack O'Halloran,Valerie Perrine,Susannah York,Clifton James
1988,86393,Christopher Reeve,Richard Pryor,Jackie Cooper,Marc McClure,Annette O'Toole,Annie Ross,Pamela Stephenson,Robert Vaughn,Margot Kidder,Gavan O'Herlihy
1989,94074,Christopher Reeve,Gene Hackman,Jackie Cooper,Marc McClure,Jon Cryer,Sam Wanamaker,Mark Pillow,Mariel Hemingway,Margot Kidder,Damian McLawhorn
1990,21814,Bela Lugosi,Helen Chandler,David Manners,Dwight Frye,Edward Van Sloan,Herbert Bunston,Frances Dade,Joan Standing,Charles K. Gerrard,Anna Bakacs
1991,21884,Colin Clive,Mae Clarke,John Boles,Boris Karloff,Edward Van Sloan,Frederick Kerr,Dwight Frye,Lionel Belmore,Marilyn Harris,Ted Billings
1992,35899,Lon Chaney Jr.,Ilona Massey,Patric Knowles,Lionel Atwill,Bela Lugosi,Maria Ouspenskaya,Dennis Hoey,Don Barclay,Rex Evans,Dwight Frye
1993,50280,Peter Cushing,Hazel Court,Robert Urquhart,Christopher Lee,Melvyn Hayes,Valerie Gaunt,Paul Hardtmuth,Fred Johnson,Noel Hood,Michael Mulcaster
1994,34398,Lon Chaney Jr.,Claude Rains,Ralph Bellamy,Warren William,Patric Knowles,Bela Lugosi,Maria Ouspenskaya,Evelyn Ankers,Fay Helm,J.M. Kerrigan
1995,89308,Christopher Lee,Annie McEnroe,Reb Brown,Marsha A. Hunt,Sybil Danning,Judd Omen,Ferdy Mayne,Patrick Field,Jimmy Nail,Steven Bronowski
1996,48696,John Agar,Mara Corday,Leo G. Carroll,Nestor Paiva,Ross Elliott,Edwin Rand,Raymond Bailey,Hank Patterson,Bert Holland,Steve Darrell
1997,73629,Tim Curry,Susan Sarandon,Barry Bostwick,Richard O'Brien,Patricia Quinn,Nell Campbell,Jonathan Adams,Peter Hinwood,Meat Loaf,Charles Gray
1998,84156,Dan Aykroyd,John Candy,Cheech Marin,Tommy Chong,Gilda Radner,Don E. Carney,Honey Sheperd,Teena Nickolas,,
1999,44121,Margaret Sheridan,Kenneth Tobey,Robert Cornthwaite,Douglas Spencer,James Young,Dewey Martin,Robert Nichols,William Self,Eduard Franz,Sally Creighton
2000,45920,Richard Carlson,Barbara Rush,Charles Drake,Joe Sawyer,Russell Johnson,Kathleen Hughes,Ralph Brooks,Robert Carson,Ned Davenport,Edgar Dearing
2001,46534,Gene Barry,Ann Robinson,Les Tremayne,Robert Cornthwaite,Sandro Giglio,Lewis Martin,Houseley Stevenson Jr.,Paul Frees,William Phipps,Vernon Rich
2002,49366,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,Carolyn Jones,Jean Willes,Ralph Dumke,Virginia Christine,Tom Fadden,Kenneth Patterson
2003,49169,Hugh Marlowe,Joan Taylor,Donald Curtis,Morris Ankrum,John Zaremba,Thomas Browne Henry,Grandon Rhodes,Larry J. Blake,Fred Aldrich,Nicky Blair
2004,84745,Louis Jourdan,Adrienne Barbeau,Ray Wise,David Hess,Nicholas Worth,Don Knight,Al Ruban,Dick Durock,Ben Bates,Nannette Brown
2005,53183,Gregory Peck,Harry Guardino,Rip Torn,George Peppard,Carl Benton Reid,James Edwards,Bob Steele,Woody Strode,George Shibata,Norman Fell
2006,52151,Clark Gable,Burt Lancaster,Jack Warden,Brad Dexter,Don Rickles,Nick Cravat,Joe Maross,Mary LaRoche,Eddie Foy III,Rudy Bond
2007,125439,Julia Roberts,Hugh Grant,Richard McCabe,Rhys Ifans,James Dreyfus,Dylan Moran,Roger Frost,Henry Goodman,Julian Rhind-Tutt,Lorelei King
2008,139809,Craig Bierko,Armin Mueller-Stahl,Gretchen Mol,Vincent D'Onofrio,Dennis Haysbert,Steven Schub,Jeremy Roberts,Rif Hutton,Leon Rippy,Janet MacLachlan
2009,126859,Julian Sands,Saffron Burrows,Stefano Dionisi,Kelly Macdonald,Gina McKee,Jonathan Rhys Meyers,Bernard Hill,Rossy de Palma,John Cowey,Nina McKay
2010,128278,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Maura Tierney,George Dzundza,John Ashton,John Aylward,Thomas Q. Morris,Doug Spinuzza,Paul Bates
2011,186508,Octavio Calderon,Joachim Cooder,Ry Cooder,Angel Terry Domech,Ibrahim Ferrer,Ibrahim Ferrer Jr.,Manuel Galbán,Hugo Garzón,Carlos Gonzalez,Juan de Marcos González
2012,141105,Eric McCormack,Carl Bressler,Ethan Glazer,Phyllis Franklin,Brandon Kleyla,Thomas Hobson,Marilyn Kentz,Spencer Klein,Mickey Cassidy,Rafer Weigel
2013,164085,Michael Laskin,Leo Burmester,Hermínio Ramos,Dawn McInturff,Vanessa Martinez,David Strathairn,Tom Biss,Mary Elizabeth Mastrantonio,Jimmy MacDonell,Kathryn Grody
2014,145660,Mike Myers,Heather Graham,Michael York,Robert Wagner,Rob Lowe,Seth Green,Mindy Sterling,Verne Troyer,Elizabeth Hurley,Gia Carides
2015,120802,Carlo Cecchi,Irene Grazioli,Anita Laurenzi,Tommaso Puntelli,Aldo Brugnini,Samuele Amighetti,Jean-Luc Bideau,Christoph Koncz,Clotilde Mollet,Rainer Egger
2016,120855,Brian Blessed,Glenn Close,Minnie Driver,Tony Goldwyn,Nigel Hawthorne,Lance Henriksen,Wayne Knight,Alex D. Linz,Rosie O'Donnell,Beth Anderson
2017,144214,John Travolta,Madeleine Stowe,James Cromwell,Timothy Hutton,Leslie Stefanson,Daniel von Bargen,Clarence Williams III,James Woods,Peter Weireter,Mark Boone Junior
2018,122541,Peter Vaughan,Rupert Everett,Minnie Driver,Cate Blanchett,Ben Pullen,Marsha Fitzalan,Julianne Moore,Lindsay Duncan,Neville Phillips,John Wood
2019,120731,Tim Roth,Pruitt Taylor Vince,Mélanie Thierry,Bill Nunn,Clarence Williams III,Peter Vaughan,Niall O'Brien,Alberto Vazquez,Gabriele Lavia,John Armstead
2020,130827,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,Armin Rohde,Joachim Król,Ludger Pistor,Suzanne von Borsody,Sebastian Schipper,Julia Lindig
2021,120370,Denise Crosby,Barbara Adams,Denis Bourguignon,David Greenstein,Laurel Greenstein,Gabriel Köerner,Richard Koerner,Rich Kronfeld,Joyce Mason,Evelyn De Biase
2022,142342,Adam Sandler,Joey Lauren Adams,Jon Stewart,Cole Sprouse,Dylan Sprouse,Josh Mostel,Leslie Mann,Allen Covert,Rob Schneider,Kristy Swanson
2023,139898,David Wenham,Toni Collette,Lynette Curran,John Polson,Jeanette Cronin,Anthony Hayes,Anna Lise Phillips,Pete Smith,Sal Sharah,Lawrence Woodward
2024,119038,Thierry Lhermitte,Jacques Villeret,Francis Huster,Daniel Prévost,Alexandra Vandernoot,Catherine Frot,Benoît Bellal,Jacques Bleu,Philippe Brigaud,Michel Caccia
2025,119743,Om Puri,Rachel Griffiths,Akbar Kurtha,Stellan Skarsgård,Gopi Desai,Harish Patel,Sarah-Jane Potts,Judi Jones,Geoffrey Bateman,Bernard Wrigley
2026,120554,Peter Phelps,Carolyn Bock,William Zappa,Bradley Byquar,Alex Menglet,Jeff Kovski,Warwick Sadler,Simon Wilton,Richard Aspel,Bruno Stepnell
2027,99052,Jeff Daniels,Harley Jane Kozak,John Goodman,Julian Sands,Stuart Pankin,Brian McNamara,Mark L. Taylor,Henry Jones,Peter Jason,James Handy
2028,158983,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,Jesse Brant Howell,Anthony Cross-Thomas,Franchesca Clifford,Bruce Howell,Deb Adair,Jennifer Howell
2029,120891,Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek,M. Emmet Walsh,Ted Levine,Frederique Van Der Wal,Musetta Vander,Sofia Eng,Bai Ling
2030,162677,John Leguizamo,Adrien Brody,Mira Sorvino,Jennifer Esposito,Michael Rispoli,Saverio Guerra,Brian Tarantina,Al Palagonia,Ken Garito,Bebe Neuwirth
2031,163651,Jason Biggs,Jennifer Coolidge,Shannon Elizabeth,Alyson Hannigan,Chris Klein,Clyde Kusatsu,Eugene Levy,Natasha Lyonne,Thomas Ian Nicholas,Chris Owen
2032,137363,Jeff Bridges,Tim Robbins,Joan Cusack,Hope Davis,Robert Gossett,Mason Gamble,Spencer Treat Clark,Stanley Anderson,Viviane Vives,Lee Stringer
2033,137439,Marie Rivière,Béatrice Romand,Alain Libolt,Didier Sandre,Alexia Portal,Stéphane Darmon,Aurélia Alcaïs,Matthieu Davette,Yves Alcaïs,
2034,158811,Dave Goelz,Steve Whitmire,Bill Barretta,Jerry Nelson,Brian Henson,Kevin Clash,Frank Oz,Jeffrey Tambor,F. Murray Abraham,Rob Schneider
2035,185937,Heather Donahue,Joshua Leonard,Michael C. Williams,Bob Griffin,Jim King,Sandra Sánchez,Ed Swanson,Patricia DeCou,Mark Mason,Susie Gooch
2036,120663,Tom Cruise,Nicole Kidman,Madison Eginton,Jackie Sawiris,Sydney Pollack,Leslie Lowe,Peter Hans Benson,Todd Field,Michael Doven,Sky du Mont
2037,139414,Bill Pullman,Bridget Fonda,Oliver Platt,Brendan Gleeson,Betty White,David James Lewis,Tim Dixon,Natassia Malthe,Mariska Hargitay,Meredith Salenger
2038,87332,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,Rick Moranis,Annie Potts,William Atherton,Ernie Hudson,David Margulies,Steven Tash
2039,97428,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,Rick Moranis,Ernie Hudson,Annie Potts,Peter MacNicol,Harris Yulin,David Margulies
2040,157503,Kirsten Dunst,Ellen Barkin,Allison Janney,Denise Richards,Kirstie Alley,Sam McMurray,Mindy Sterling,Brittany Murphy,Amy Adams,Laurie A. Sinclair
2041,171363,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,Lili Taylor,Bruce Dern,Marian Seldes,Alix Koromzay,Todd Field,Virginia Madsen,Michael Cavanaugh
2042,141369,Matthew Broderick,Rupert Everett,Joely Fisher,Michelle Trachtenberg,Andy Dick,Cheri Oteri,Mike Hagerty,Dabney Coleman,D.L. Hughley,Rene Auberjonois
2043,149261,Thomas Jane,Saffron Burrows,Samuel L. Jackson,Jacqueline McKenzie,Michael Rapaport,Stellan Skarsgård,LL Cool J,Aida Turturro,Cristos,Daniel Rey
2044,132347,Hank Azaria,Janeane Garofalo,William H. Macy,Kel Mitchell,Paul Reubens,Ben Stiller,Wes Studi,Greg Kinnear,Geoffrey Rush,Lena Olin
2045,163187,Julia Roberts,Richard Gere,Joan Cusack,Hector Elizondo,Rita Wilson,Paul Dooley,Christopher Meloni,Donal Logue,Reg Rogers,Yul Vazquez
2046,162830,Mark Polish,Michael Polish,Michele Hicks,Jon Gries,Patrick Bauchau,Garrett Morris,William Katt,Lesley Ann Warren,Teresa Hill,Robert Beecher
2047,49406,Sterling Hayden,Coleen Gray,Vince Edwards,Jay C. Flippen,Ted de Corsia,Marie Windsor,Elisha Cook Jr.,Joe Sawyer,James Edwards,Timothy Carey
2048,48254,Frank Silvera,Jamie Smith,Irene Kane,Jerry Jarrett,Mike Dana,Felice Orlandi,Shaun O'Brien,Barbara Brand,David Vaughan,Alec Rubin
2049,54331,Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,Peter Ustinov,John Gavin,Nina Foch,John Ireland,Herbert Lom,John Dall
2050,56193,James Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas
2051,72684,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Steven Berkoff,Gay Hamilton,Marie Kean,Diana Körner,Murray Melvin,Frank Middlemass
2052,53198,Jean-Pierre Léaud,Claire Maurier,Albert Rémy,Guy Decomble,Georges Flamant,Patrick Auffay,Daniel Couturier,François Nocher,Richard Kanayan,Renaud Fontanarosa
2053,55032,Jeanne Moreau,Oskar Werner,Henri Serre,Vanna Urbino,Serge Rezvani,Anny Nelsen,Sabine Haudepin,Marie Dubois,Michel Subor,Danielle Bassiak
2054,96378,Ramon Bieri,Michael Lerner,Hercules Vilchez,Jerry Vichi,Leo V. Finnie III,Googy Gress,Ray Stoddard,Harvey J. Goldenberg,Tom Henschel,Jeff Goldblum
2055,91557,Harrison Ford,Helen Mirren,River Phoenix,Jadrien Steele,Hilary Gordon,Rebecca Gordon,Jason Alexander,Dick O'Neill,Alice Heffernan-Sneed,Tiger Haynes
2056,91129,J.L. Reate,Eddie Murphy,Charles Dance,Charlotte Lewis,Victor Wong,Randall 'Tex' Cobb,James Hong,Shakti Chen,Tau Logo,Tiger Chung Lee
2057,90774,Jonathan Silverman,Blythe Danner,Stacey Glick,Lisa Waltz,Judith Ivey,Bob Dishy,Brian Drillinger,James Handy,Bette Henritze,Steven Hill
2058,92585,Charles Bronson,Jill Ireland,Stephen Elliott,Jan Gan Boyd,Randy Brooks,James Lemp,Michael Ansara,James Staley,Kathryn Leigh Scott,James Acheson
2059,90886,Diane Keaton,Jessica Lange,Sissy Spacek,Sam Shepard,Tess Harper,David Carpenter,Hurd Hatfield,Beeson Carroll,Jean Willard,Tom Mason
2060,88939,Danny Glover,Whoopi Goldberg,Margaret Avery,Oprah Winfrey,Willard E. Pugh,Akosua Busia,Desreta Jackson,Adolph Caesar,Rae Dawn Chong,Dana Ivey
2061,91343,David Allen Brooks,Rod Steiger,Amanda Pays,Talia Balsam,Kim Hunter,Timothy Gibbs,Peter Frechette,Julia Montgomery,Bunky Jones,Charles Grueber
2062,91637,Richard Gere,Kim Basinger,Jeroen Krabbé,George Dzundza,Gary Basaraba,William Atherton,Terry Kinney,Bruce McGill,Ray Sharkey,Marita Geraghty
2063,92068,Gérard Depardieu,Michel Blanc,Miou-Miou,Michel Creton,Jean-François Stévenin,Mylène Demongeot,Caroline Silhol,Jean-Yves Berteloot,Bruno Cremer,Jean-Pierre Marielle
2064,91613,Victor Love,Matt Dillon,Elizabeth McGovern,Geraldine Page,Oprah Winfrey,Akosua Busia,Carroll Baker,John McMartin,Art Evans,John Karlen
2065,91699,Plácido Domingo,Katia Ricciarelli,Justino Díaz,Petra Malakova,Urbano Barberini,Massimo Foschi,Edwin Francis,Sergio Nicolai,Remo Remotti,Antonio Pierfederici
2066,91530,Robert De Niro,Jeremy Irons,Ray McAnally,Aidan Quinn,Cherie Lunghi,Ronald Pickup,Chuck Low,Liam Neeson,Bercelio Moya,Sigifredo Ismare
2067,91419,Levi Stubbs,Rick Moranis,Ellen Greene,Vincent Gardenia,Steve Martin,Tichina Arnold,Michelle Weeks,Tisha Campbell,Jim Belushi,John Candy
2068,54033,Jonathan Haze,Jackie Joseph,Mel Welles,Dick Miller,Myrtle Vail,Karyn Kupcinet,Toby Michaels,Leola Wendorff,Lynn Storey,Wally Campo
2069,92534,Richard Chamberlain,Sharon Stone,James Earl Jones,Henry Silva,Robert Donner,Larbi Doghmi,Aileen Marson,Cassandra Peterson,Martin Rabbett,Rory Kilalea
2070,91554,Jane Fonda,Jeff Bridges,Raul Julia,Diane Salinger,Richard Foronjy,Geoffrey Scott,James 'Gypsy' Haake,Kathleen Wilhoite,Don Hood,Fran Bennett
2071,93818,Mike Starr,Paul Herman,Don Pardo,Martin Rosenblatt,Helen Miller,Danielle Ferland,Julie Kavner,Julie Kurnitz,David Warrilow,Wallace Shawn
2072,93051,Judd Nelson,Elizabeth Perkins,John Hurt,Darren McGavin,Dan Monahan,David Alan Grier,Nancy Marchand,Allan Arbus,Edward Winter,Richard Zobel
2073,93690,Shelley Long,Bette Midler,Peter Coyote,Robert Prosky,John Schuck,George Carlin,Anthony Heald,Ji-Tu Cumbuka,Florence Stanley,Jerry Zaks
2074,92850,Scott Valentine,Nicole Picard,Matt Mitler,Cathryn de Prume,Melissa Leo,Kathy Fleig,Phyllis Craig,Michael Mesmer,Brian DePersia,Kevin Hannon
2075,83967,Jonathan Banks,Bonnie Bartlett,James Brodhead,Bart Burns,Jane Jenkins,Jordan Charney,Daniel Chodos,Rod Colbin,Donald Craig,Sarah Cunningham
2076,144168,Kirsten Dunst,Michelle Williams,Dan Hedaya,Will Ferrell,Bruce McCulloch,Teri Garr,David Foley,Jim Breuer,Ana Gasteyer,Harry Shearer
2077,129167,Jennifer Aniston,Harry Connick Jr.,Vin Diesel,James Gammon,Cloris Leachman,Christopher McDonald,John Mahoney,Eli Marienthal,M. Emmet Walsh,Jack Angel
2078,167404,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,Trevor Morgan,Donnie Wahlberg,Peter Anthony Tambakis,Jeffrey Zubernis,Bruce Norris,Glenn Fitzgerald
2079,155267,Pierce Brosnan,Rene Russo,Denis Leary,Ben Gazzara,Frankie Faison,Fritz Weaver,Charles Keating,Mark Margolis,Faye Dunaway,Michael Lombard
2080,63688,Steve McQueen,Faye Dunaway,Paul Burke,Jack Weston,Biff McGuire,Addison Powell,Astrid Heeren,Gordon Pinsent,Yaphet Kotto,Sidney Armus
2081,122515,Stephen McCole,Maurice Roëves,Garry Sweeney,Jenny McCrindle,Simon Weir,Iain Andrew,Irvine Welsh,Pat Stanton,Alex Howden,Annie Louise Ross
2082,168449,Adrian Grenier,Clark Gregg,Aleksa Palladino,Margaret Colin,John Shea,Marni Lustig,Joan Copeland,Tom Lacy,Gabriel Macht,Herbert Russell
2083,138946,Mark Wahlberg,Joaquin Phoenix,Charlize Theron,James Caan,Ellen Burstyn,Faye Dunaway,Steve Lawrence,Andy Davoli,Tony Musante,Victor Argo
2084,131325,Steve Martin,Eddie Murphy,Heather Graham,Christine Baranski,Jamie Kennedy,Barry Newman,Ana-Sofia Mastroianna,Kohl Sudduth,Terence Stamp,Robert Downey Jr.
2085,120620,Claire Danes,Kate Beckinsale,Bill Pullman,Jacqueline Kim,Lou Diamond Phillips,Daniel Lapaine,Tom Amandes,Aimee Graham,John Doe,Kay Tong Lim
2086,165710,Giuseppe Andrews,James DeBello,Edward Furlong,Sam Huntington,Lin Shaye,Melanie Lynskey,Natasha Lyonne,Miles Dougal,Nick Scotti,Emmanuelle Chriqui
2087,168987,Wendy Crewson,Karyn Dwyer,Christina Cox,Ann-Marie MacDonald,Marya Delver,Kevin Mundy,Tony Nappo,Jay Brazeau,Beatrice Zeilinger,Peter Outerbridge
2088,138487,Alex Dimitriades,Elle Mandalis,Damien Fotiou,Alex Papps,Andrea Mandalis,Dora Kaskanis,Tony Nikolakopoulos,Chris Kaglaros,Ourania Sideropoulos,Eugenia Fragos
2089,77663,Warren Beatty,Julie Christie,James Mason,Jack Warden,Charles Grodin,Dyan Cannon,Buck Henry,Vincent Gardenia,Joseph Maher,Hamilton Camp
2090,55304,Vincent Price,John Kerr,Barbara Steele,Luana Anders,Antony Carbone,Patrick Westwood,Lynette Bernay,Larry Turner,Mary Menzies,Charles Victor
2091,58333,Vincent Price,Hazel Court,Jane Asher,David Weston,Nigel Green,Patrick Magee,Paul Whitsun-Jones,Robert Brown,Julian Burton,David Davies
2092,91178,Gene Wilder,Gilda Radner,Dom DeLuise,Jonathan Pryce,Bryan Pringle,Peter Vaughan,Eve Ferret,Paul L. Smith,Julann Griffin,Jim Carter
2093,88889,Drew Barrymore,James Woods,Alan King,Kenneth McMillan,Robert Hays,Candy Clark,James Naughton,Tony Munafo,Court Miller,Russell Horton
2094,66765,Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Carol Cleveland,Connie Booth,Lewis Alexander,Artur Axmann
2095,77394,William Holden,Lee Grant,Jonathan Scott-Taylor,Robert Foxworth,Nicholas Pryor,Lew Ayres,Sylvia Sidney,Lance Henriksen,Elizabeth Shepherd,Lucas Donat
2096,82377,Sam Neill,Rossano Brazzi,Don Gordon,Lisa Harrow,Barnaby Holm,Mason Adams,Robert Arden,Leueen Willoughby,Marc Boyle,Milos Kirek
2097,80339,Kareem Abdul-Jabbar,Lloyd Bridges,Peter Graves,Julie Hagerty,Robert Hays,Leslie Nielsen,Lorna Patterson,Robert Stack,Stephen Stucker,Otto
2098,83530,Lloyd Bridges,Raymond Burr,Chuck Connors,Rip Torn,John Dehner,Chad Everett,Peter Graves,Julie Hagerty,Robert Hays,Kent McCord
2099,118604,Tom Everett Scott,Julie Delpy,Vince Vieluf,Phil Buckman,Julie Bowen,Pierre Cosso,Thierry Lhermitte,Tom Novembre,Maria Machado,Ben Salem Bouabdallah
2100,89670,Chevy Chase,Beverly D'Angelo,Dana Hill,Jason Lively,John Astin,Sheila Kennedy,Paul Bartel,Cynthia Szigeti,Malcolm Danare,Kevi Kendall
2101,85995,Chevy Chase,Beverly D'Angelo,Imogene Coca,Randy Quaid,Anthony Michael Hall,Dana Barron,Eddie Bracken,Brian Doyle-Murray,Miriam Flynn,James Keach
2102,95188,Chevy Chase,Madolyn Smith Osborne,Kevin O'Morrison,Joseph Maher,Jack Gilpin,Caris Corfman,William Severs,Mike Starr,Glenn Plummer,William Duell
2103,94737,Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,Jared Rushton,David Moscow,Jon Lovitz,Mercedes Ruehl,Josh Clark,Kimberlee M. Davis
2104,100419,John Ritter,Jack Warden,Michael Oliver,Gilbert Gottfried,Amy Yasbeck,Michael Richards,Peter Jurasik,Charlotte Akin,Anna Marie Allred,Adam Anderly
2105,102719,John Ritter,Michael Oliver,Jack Warden,Laraine Newman,Amy Yasbeck,Ivyann Schwan,Gilbert Gottfried,Paul Willson,Alan Blumenfeld,Charlene Tilton
2106,104740,Gabriel Damon,Mickey Rooney,Rene Auberjonois,Danny Mann,Laura Mooney,Bernard Erhard,Bill Martin,Alan Oppenheimer,Michael Bell,Sidney Miller
2107,119843,Ralph Fiennes,Cate Blanchett,Ciarán Hinds,Tom Wilkinson,Richard Roxburgh,Clive Russell,Bille Brown,Josephine Byrnes,Barnaby Kay,Barry Otto
2108,96244,Mel Gibson,Michelle Pfeiffer,Kurt Russell,Raul Julia,J.T. Walsh,Arliss Howard,Arye Gross,Gabriel Damon,Daniel Zacapa,Eric Thiele
2109,107798,Julia Roberts,Denzel Washington,Sam Shepard,John Heard,Tony Goldwyn,James Sikking,William Atherton,Robert Culp,Stanley Tucci,Hume Cronyn
2110,85334,Melinda Dillon,Darren McGavin,Scott Schwartz,Jean Shepherd,Ian Petrella,Tedde Moore,RD Robb,Zack Ward,Yano Anaya,Jeff Gillen
2111,130121,Hugh Grant,James Caan,Jeanne Tripplehorn,Burt Young,James Fox,Joe Viterelli,Gerry Becker,Maddie Corman,Tony Darrow,Paul Lazar
2112,133046,Helen Mirren,Katie Holmes,Jeffrey Tambor,Barry Watson,Marisa Coughlan,Liz Stauber,Michael McKean,Molly Ringwald,Vivica A. Fox,John Patrick White
2113,176269,Jean-Claude Van Damme,Michael Jai White,Heidi Schanz,Xander Berkeley,Justin Lazard,Kiana Tom,Daniel von Bargen,James Black,Karis Paige Bryant,Bill Goldberg
2114,105698,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,Ed O'Ross,Jerry Orbach,Leon Rippy,Tico Wells,Ralf Moeller,Robert Trebor,Gene Davis
2115,156887,Junko Iwao,Rica Matsumoto,Shinpachi Tsuji,Masaaki Ôkura,Yôsuke Akimoto,Yoku Shioya,Hideyuki Hori,Emi Shinohara,Masashi Ebara,Kiyoyuki Yanada
2116,160401,Lloyd Adams,Philip Akin,Anna Carolina Arias,Karina Arroyave,Richard Blackburn,Richard Brooks,Ron Canada,Kevin Chapman,Ivonne Coll,K.C. Collins
2117,181833,Johnny Depp,Dennis Hopper,John Turturro,Allen Ginsberg,Philip Glass,Robert Creeley,Ann Charters,George Steade,David Amram,William S. Burroughs
2118,91278,Louis Gossett Jr.,Jason Gedrick,David Suchet,Tim Thomerson,Larry B. Scott,Caroline Lagerfelt,Jerry Levine,Robbie Rist,Michael Bowen,Bobby Jacoby
2119,95382,Louis Gossett Jr.,Mark Humphrey,Stuart Margolin,Alan Scarfe,Sharon Hacohen,Maury Chaykin,Colm Feore,Clark Johnson,Jason Blicker,Jesse Collins
2120,103617,Louis Gossett Jr.,Rachel McLish,Paul Freeman,Horst Buchholz,Christopher Cazenove,Shin'ichi Chiba,Fred Thompson,Mitchell Ryan,Rob Estes,J.E. Freeman
2121,113438,Louis Gossett Jr.,Jason Cadieux,Joanne Vannicola,Max Piersig,Karen Gayle,Ross Hull,Rachel Blanchard,Dominic Zamprogna,Sean McCann,Victoria Snow
2122,73802,Robert Redford,Faye Dunaway,Cliff Robertson,Max von Sydow,John Houseman,Addison Powell,Walter McGinn,Tina Chen,Michael Kane,Don McHenry
2123,58175,Richard Burton,Hume Cronyn,Alfred Drake,Eileen Herlie,William Redfield,George Rose,George Voskovec,Hugh Alexander,Philip Coolidge,Kit Culkin
2124,104839,Sean Connery,Lorraine Bracco,José Wilker,Rodolfo De Alexandre,Francisco Tsiren Tsere Rereme,Elias Monteiro Da Silva,Edinei Maria Serrio Dos Santos,Bec-Kana-Re Dos Santos Kaiapo,Angelo Barra Moreira,José Lavat
2125,181733,Sam Doumit,Martin Goldman,Harry Keitt,Randy Little,Tyrene Manson,Mickey Marcello,Eddie Mustafa Muhammad,Aida Santiago,Noel Santiago,George Walton
2126,120657,Antonio Banderas,Diane Venora,Dennis Storhøi,Vladimir Kulich,Omar Sharif,Anders T. Andersen,Richard Bremmer,Tony Curran,Mischa Hausserman,Neil Maffin
2127,138304,Johnny Depp,Charlize Theron,Joe Morton,Clea DuVall,Donna Murphy,Nick Cassavetes,Samantha Eggar,Gary Grubbs,Blair Brown,Tom Noonan
2128,160236,Brendan Fraser,Sarah Jessica Parker,Alfred Molina,Eric Idle,Robert Prosky,Alex Rocco,Jack Kehler,Louis Mustillo,Don Yesso,Jed Rees
2129,164108,Albert Brooks,Sharon Stone,Andie MacDowell,Jeff Bridges,Cybill Shepherd,Monica Mikala,Jamie Alexis,Marnie Shelton,Catherine MacNeal,Mark Feuerstein
2130,163579,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,David Paymer,Hudson Leick,Daniel Hugh Kelly,Kevin J. O'Connor,Judson Mills,Jordan Mott,Darcas Macopson
2131,125971,Shawn Hatosy,Tommy Bone,Samantha Lavigne,Jonathan Brandis,Adam LaVorgna,Jesse Leach,Jon Abrahams,Alec Baldwin,Richard Jenkins,Mike Cerrone
2132,126810,Kevin McKidd,Julie Graham,Simon Callow,Con O'Neill,Harriet Walter,Christopher Fulford,James Purefoy,Jennifer Ehle,Tom Hollander,Hugo Weaving
2133,157183,Rami Doueiri,Naamar Sahli,Mohamad Chamas,Rola Al Amin,Carmen Lebbos,Joseph Bou Nassar,Liliane Nemri,Leïla Karam,Mahmoud Mabsout,Hassan Farhat
2134,145531,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Nia Long,Thomas Kopache,Rade Serbedzija,Enrico Colantoni,Dick Latessa,Portia de Rossi,Patrick Muldoon
